conversation_id,customer_message,agent_response,timestamp
kb-baggage_issue-16,"@AmericanAir my bag never arrived at DCA on AA789, claim ABC523",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-12T04:00:00Z
kb-flight_status_info-25,@AmericanAir what's the status of AA789 to MIA?,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-02T15:00:00Z
kb-flight_status_info-30,@AmericanAir what time does AA45 land in PHX today?,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-25T17:00:00Z
kb-flight_delay_cancel-12,"@AmericanAir you cancelled AA221 last minute in DCA, need rebooking tonight",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-22T20:00:00Z
kb-refund_compensation-45,"@AmericanAir cancelled flight cost me hotel, will you compensate?",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-02T14:00:00Z
kb-seat_upgrade-42,"@AmericanAir entertainment screen broken on AA221, seat 23E","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-20T08:00:00Z
kb-flight_delay_cancel-40,"@AmericanAir AA334 delayed 6 hours with no updates, crew says nothing",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-15T07:00:00Z
kb-seat_upgrade-28,"@AmericanAir entertainment screen broken on AA789, seat 25B",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-10T06:00:00Z
kb-flight_status_info-12,@AmericanAir what's the status of AA123 to CLT?,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-06T05:00:00Z
kb-customer_service-16,@AmericanAir your phone team gave wrong info about AA1502 twice,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-23T15:00:00Z
kb-flight_delay_cancel-14,"@AmericanAir flight AA45 to LHR cancelled, app shows no alternatives",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-06T12:00:00Z
kb-baggage_issue-28,"@AmericanAir bag delayed 2 days from AA221, need it delivered to hotel","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-02T01:00:00Z
kb-customer_service-3,"@AmericanAir counter staff refused to help rebook AA45, terrible service",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-22T20:00:00Z
kb-flight_status_info-44,@AmericanAir is AA45 on time out of CLT?,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-06T23:00:00Z
kb-website_app_issue-38,@AmericanAir website errors when I try to manage booking ABC719,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-21T00:00:00Z
kb-flight_delay_cancel-5,"@AmericanAir my flight AA789 from DFW to CLT was cancelled, what are my options?",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-09T04:00:00Z
kb-checkin_boarding-23,@AmericanAir gate changed from B12 to C40 with no announcement for AA1502,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-21T04:00:00Z
kb-flight_delay_cancel-13,"@AmericanAir stuck in PHX, flight AA123 delayed 2 hours, going to miss my connection",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-28T02:00:00Z
kb-website_app_issue-30,@AmericanAir payment failed twice but card charged for AA123,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-02T05:00:00Z
kb-flight_delay_cancel-47,"@AmericanAir diverted to JFK on AA45, now what? no staff here",@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-10T18:00:00Z
kb-booking_change-4,"@AmericanAir trying to cancel reservation ABC551, site keeps failing",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-28T23:00:00Z
kb-refund_compensation-15,"@AmericanAir voucher for AA221 never arrived, confirmation ABC338",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-04T06:00:00Z
kb-baggage_issue-31,"@AmericanAir lost my luggage at CLT, no updates on tracker","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-11T02:00:00Z
kb-seat_upgrade-33,"@AmericanAir entertainment screen broken on AA221, seat 32B",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-06T10:00:00Z
kb-loyalty_program-28,"@AmericanAir can't log in to AAdvantage, reset not working",@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-14T22:00:00Z
kb-booking_change-33,"@AmericanAir need to change my flight AA45 tomorrow to evening, options?","@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-23T07:00:00Z
kb-website_app_issue-19,@AmericanAir payment failed twice but card charged for AA221,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-08T23:00:00Z
kb-customer_service-21,"@AmericanAir on hold 2 hours then hung up, need help with AA123",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-03T06:00:00Z
kb-flight_status_info-40,@AmericanAir will AA221 make up time? showing 6 hours late,@customer Thanks for flagging. Please DM your ticket number and contact phone so a specialist can follow up.,2017-10-27T13:00:00Z
kb-loyalty_program-31,@AmericanAir gold status not showing on booking ABC991 for AA45,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-12T02:00:00Z
kb-checkin_boarding-0,@AmericanAir gate changed from B12 to C40 with no announcement for AA908,@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-26T13:00:00Z
kb-loyalty_program-1,@AmericanAir gold status not showing on booking ABC794 for AA1502,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-28T10:00:00Z
kb-seat_upgrade-45,"@AmericanAir entertainment screen broken on AA1502, seat 28E",@customer We're sorry for the trouble. Please DM your record locator and flight details so we can look into this right away.,2017-10-27T17:00:00Z
kb-customer_service-23,"@AmericanAir on hold 2 hours then hung up, need help with AA67",@customer Thanks for reaching out. Please DM your confirmation code and full name so our team can assist.,2017-10-01T05:00:00Z
kb-baggage_issue-10,@AmericanAir my bag was opened and items missing after AA334,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-04T21:00:00Z
kb-seat_upgrade-8,@AmericanAir moved from window to middle on AA45 without asking,@customer We'd like to help. Please DM your AAdvantage number and booking details for review.,2017-10-22T19:00:00Z
kb-baggage_issue-14,"@AmericanAir bag delayed 2 days from AA45, need it delivered to hotel",@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-16T22:00:00Z
kb-loyalty_program-10,@AmericanAir miles from AA334 never posted to AAdvantage ABC755,"@customer We understand the frustration. Please DM your record locator, flight number and date and we'll check options.",2017-10-20T09:00:00Z
kb-flight_status_info-13,@AmericanAir will AA1502 make up time? showing 90 minutes late,@customer Sorry to hear this. Please DM your baggage claim number (e.g. DFWAA12345) and delivery address so we can trace it.,2017-10-10T21:00:00Z
